ticker,name,weight,country,sector
MGEE,MGE ENERGY INC,0.000822298,US,Utilities
MC,MOELIS CLASS A,0.000819686,US,Financials
SANM,SANMINA CORP,0.000819339,US,Information Technology
PTEN,PATTERSON UTI ENERGY INC,0.000818365,US,Energy
RMBS,RAMBUS INC,0.000815584,US,Information Technology
BDC,BELDEN INC,0.00081307,US,Information Technology
NWE,NORTHWESTERN CORP,0.000808988,US,Utilities
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,0.000808562,US,Information Technology
CNMD,CONMED CORP,0.000807653,US,Health Care
ACIW,ACI WORLDWIDE INC,0.000805963,US,Information Technology
MRCY,MERCURY SYSTEMS INC,0.000805436,US,Industrials
DORM,DORMAN PRODUCTS INC,0.000803754,US,Consumer Discretionary
AIN,ALBANY INTERNATIONAL CORP CLASS A,0.00080202,US,Industrials
VSAT,VIASAT INC,0.000801967,US,Information Technology
FOLD,AMICUS THERAPEUTICS INC,0.000801295,US,Health Care
UNF,UNIFIRST CORP,0.0008007,US,Industrials
EYE,NATIONAL VISION HOLDINGS INC,0.000799594,US,Consumer Discretionary
NHI,NATIONAL HEALTH INVESTORS REIT INC,0.000797822,US,Real Estate
PRFT,PERFICIENT INC,0.000797703,US,Information Technology
BMI,BADGER METER INC,0.000795703,US,Information Technology
LANC,LANCASTER COLONY CORP,0.000793574,US,Consumer Staples
BRBR,BELLRING BRANDS INC,0.000792942,US,Consumer Staples
JWN,NORDSTROM INC,0.000792225,US,Consumer Discretionary
PZZA,PAPA JOHNS INTERNATIONAL INC,0.000790612,US,Consumer Discretionary
MQ,MARQETA INC CLASS A,0.00079035,US,Information Technology
SPT,SPROUT SOCIAL INC CLASS A,0.000789121,US,Information Technology
ONEM,1LIFE HEALTHCARE INC,0.000787827,US,Health Care
SMPL,THE SIMPLY GOOD FOODS COMPANY,0.000787109,US,Consumer Staples
SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,0.000784889,US,Industrials
OUT,OUTFRONT MEDIA INC,0.000784424,US,Real Estate
SMCI,SUPER MICRO COMPUTER INC,0.000784179,US,Information Technology
HUBG,HUB GROUP INC CLASS A,0.000783076,US,Industrials
BEAM,BEAM THERAPEUTICS INC,0.000782812,US,Health Care
ENS,ENERSYS,0.000780703,US,Industrials
ARNC,ARCONIC CORP,0.000780531,US,Materials
FULT,FULTON FINANCIAL CORP,0.000778244,US,Financials
ARRY,ARRAY TECHNOLOGIES INC,0.000777666,US,Industrials
ALTR,ALTAIR ENGINEERING INC CLASS A,0.000776867,US,Information Technology
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,0.000776283,US,Real Estate
FWRD,FORWARD AIR CORP,0.000775684,US,Industrials
KMPR,KEMPER CORP,0.00077492,US,Financials
JXN,JACKSON FINANCIAL INC CLASS A,0.000773225,US,Financials
MXL,MAXLINEAR INC,0.000772052,US,Information Technology
VSCO,VICTORIA S SECRET,0.000770709,US,Consumer Discretionary
MRVI,MARAVAI LIFESCIENCES HOLDINGS INC,0.000769868,US,Health Care
ELY,CALLAWAY GOLF,0.0007697,US,Consumer Discretionary
AIMC,ALTRA INDUSTRIAL MOTION CORP,0.000769316,US,Industrials
JBLU,JETBLUE AIRWAYS CORP,0.000768511,US,Industrials
SPXC,SPX TECHNOLOGIES CORP,0.000768244,US,Industrials
TWST,TWIST BIOSCIENCE CORP,0.000762924,US,Health Care
KBH,KB HOME,0.000761588,US,Consumer Discretionary
NGVT,INGEVITY CORP,0.000760972,US,Materials
HLF,HERBALIFE NUTRITION LTD,0.000759791,KY,Consumer Staples
BCC,BOISE CASCADE,0.000756944,US,Industrials
WDFC,WD-40,0.000754194,US,Consumer Staples
SEM,SELECT MEDICAL HOLDINGS CORP,0.000753056,US,Health Care
KLIC,KULICKE AND SOFFA INDUSTRIES INC,0.000752582,SG,Information Technology
PBH,PRESTIGE CONSUMER HEALTHCARE INC,0.000750722,US,Health Care
SPB,SPECTRUM BRANDS HOLDINGS INC,0.000750281,US,Consumer Staples
TRIP,TRIPADVISOR INC,0.000745031,US,Telecommunication Services
HHC,HOWARD HUGHES CORP,0.00074446,US,Real Estate
SITC,SITE CENTERS CORP,0.000743385,US,Real Estate
ENOV,ENOVIS CORP,0.000742319,US,Health Care
MSGS,MADISON SQUARE GARDEN SPORTS CORP,0.00073947,US,Telecommunication Services
VSH,VISHAY INTERTECHNOLOGY INC,0.000735926,US,Information Technology
BCO,BRINKS,0.000735084,US,Industrials
THS,TREEHOUSE FOODS INC,0.000732612,US,Consumer Staples
EVH,EVOLENT HEALTH INC CLASS A,0.00073249,US,Health Care
MP,MP MATERIALS CORP CLASS A,0.000732218,US,Materials
FOUR,SHIFT4 PAYMENTS INC CLASS A,0.000732131,US,Information Technology
UNFI,UNITED NATURAL FOODS INC,0.00073091,US,Consumer Staples
LOPE,GRAND CANYON EDUCATION INC,0.000730582,US,Consumer Discretionary
IBTX,INDEPENDENT BANK GROUP INC,0.000729195,US,Financials
KOS,KOSMOS ENERGY LTD,0.000725619,US,Energy
HLNE,HAMILTON LANE INC CLASS A,0.000724093,US,Financials
BCRX,BIOCRYST PHARMACEUTICALS INC,0.000719565,US,Health Care
FL,FOOT LOCKER INC,0.000719182,US,Consumer Discretionary
NUVA,NUVASIVE INC,0.00071864,US,Health Care
QTWO,Q2 HOLDINGS INC,0.000717653,US,Information Technology
FATE,FATE THERAPEUTICS INC,0.000717504,US,Health Care
COTY,COTY INC CLASS A,0.000717159,US,Consumer Staples
NARI,INARI MEDICAL INC,0.000711562,US,Health Care
SAVE,SPIRIT AIRLINES INC,0.000711118,US,Industrials
PLXS,PLEXUS CORP,0.000709712,US,Information Technology
CVLT,COMMVAULT SYSTEMS INC,0.000708503,US,Information Technology
PEB,PEBBLEBROOK HOTEL TRUST REIT,0.000708174,US,Real Estate
KWR,QUAKER HOUGHTON CORP,0.000707802,US,Materials
AUB,ATLANTIC UNION BANKSHARES CORP,0.000707397,US,Financials
WERN,WERNER ENTERPRISES INC,0.000705899,US,Industrials
FORM,FORMFACTOR INC,0.000705449,US,Information Technology
SABR,SABRE CORP,0.000705063,US,Information Technology
RYAN,RYAN SPECIALTY HOLDINGS INC CLASS,0.000704668,US,Financials
SEAS,SEAWORLD ENTERTAINMENT INC,0.000703769,US,Consumer Discretionary
AAON,AAON INC,0.000702801,US,Industrials
TEX,TEREX CORP,0.000700005,US,Industrials
MANT,MANTECH INTERNATIONAL CORP CLASS A,0.000698987,US,Industrials
BLKB,BLACKBAUD INC,0.000698956,US,Information Technology
PDCO,PATTERSON COMPANIES INC,0.000698838,US,Health Care
SHO,SUNSTONE HOTEL INVESTORS REIT INC,0.000697242,US,Real Estate
PCRX,PACIRA BIOSCIENCES INC,0.000697029,US,Health Care
AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,0.000696701,US,Industrials
JBGS,JBG SMITH PROPERTIES,0.000696311,US,Real Estate
WIRE,ENCORE WIRE CORP,0.000695319,US,Industrials
CCOI,COGENT COMMUNICATIONS HOLDINGS INC,0.000693706,US,Telecommunication Services
ENVX,ENOVIX CORP,0.000693169,US,Industrials
FSS,FEDERAL SIGNAL CORP,0.000691253,US,Industrials
COLM,COLUMBIA SPORTSWEAR,0.000689922,US,Consumer Discretionary
OMI,OWENS & MINOR INC,0.00068849,US,Health Care
SHOO,STEVEN MADDEN LTD,0.000688193,US,Consumer Discretionary
TRUP,TRUPANION INC,0.000687282,US,Financials
DAN,DANA INCORPORATED INC,0.000686267,US,Consumer Discretionary
CORT,CORCEPT THERAPEUTICS INC,0.000680467,US,Health Care
MOGA,MOOG INC CLASS A,0.000678529,US,Industrials
APAM,ARTISAN PARTNERS ASSET MANAGEMENT,0.000677416,US,Financials
COLB,COLUMBIA BANKING SYSTEM INC,0.000676558,US,Financials
AX,AXOS FINANCIAL INC,0.000676439,US,Financials
NAVI,NAVIENT CORP,0.000674333,US,Financials
ABR,ARBOR REALTY TRUST REIT INC,0.000673425,US,Financials
CBRL,CRACKER BARREL OLD COUNTRY STORE I,0.000673094,US,Consumer Discretionary
CCXI,CHEMOCENTRYX INC,0.000671574,US,Health Care
AZEK,AZEK COMPANY INC CLASS A,0.000667757,US,Industrials
CWK,CUSHMAN AND WAKEFIELD PLC,0.000666958,GB,Real Estate
MLKN,MILLERKNOLL INC,0.000666721,US,Industrials
FRME,FIRST MERCHANTS CORP,0.000666192,US,Financials
NOVA,SUNNOVA ENERGY INTERNATIONAL INC,0.000665136,US,Utilities
YELP,YELP INC,0.000663119,US,Telecommunication Services
BTU,PEABODY ENERGY CORP,0.000662103,US,Energy
ITGR,INTEGER HOLDINGS CORP,0.000661698,US,Health Care
GKOS,GLAUKOS CORP,0.000661576,US,Health Care
IOSP,INNOSPEC INC,0.000661346,US,Materials
NFE,NEW FORTRESS ENERGY INC CLASS A,0.000659293,US,Energy
MAC,MACERICH REIT,0.000657616,US,Real Estate
KW,KENNEDY WILSON HOLDINGS INC,0.000657309,US,Real Estate
SCL,STEPAN,0.000656029,US,Materials
GTLB,GITLAB INC CLASS A,0.000655555,US,Information Technology
NTCT,NETSCOUT SYSTEMS INC,0.00065289,US,Information Technology
UNIT,UNITI GROUP INC,0.00064944,US,Real Estate
HL,HECLA MINING,0.000649314,US,Materials
FOCS,FOCUS FINANCIAL PARTNERS INC CLASS,0.000647817,US,Financials
WHD,CACTUS INC CLASS A,0.00064757,US,Energy
CBZ,CBIZ INC,0.000647411,US,Industrials
ATRC,ATRICURE INC,0.000647208,US,Health Care
CVCO,CAVCO INDUSTRIES INC,0.000646924,US,Consumer Discretionary
IBOC,INTERNATIONAL BANCSHARES CORP,0.00064638,US,Financials
IBP,INSTALLED BUILDING PRODUCTS INC,0.000646323,US,Consumer Discretionary
BRC,BRADY NONVOTING  CORP CLASS A,0.000644612,US,Industrials
LAZR,LUMINAR TECHNOLOGIES INC CLASS A,0.000643208,US,Consumer Discretionary
ITRI,ITRON INC,0.000642381,US,Information Technology
ESGR,ENSTAR GROUP LTD,0.000639259,BM,Financials
CPK,CHESAPEAKE UTILITIES CORP,0.000638637,US,Utilities
ARCH,ARCH RESOURCES INC CLASS A,0.000635872,US,Energy
UPWK,UPWORK INC,0.000635423,US,Industrials
BMBL,BUMBLE INC CLASS A,0.000632863,US,Telecommunication Services
AVAV,AEROVIRONMENT INC,0.00063275,US,Industrials
COKE,COCA COLA CONSOLIDATED INC,0.000632592,US,Consumer Staples
GHC,GRAHAM HOLDINGS COMPANY CLASS B,0.000630927,US,Consumer Discretionary
WLY,JOHN WILEY AND SONS INC CLASS A,0.000629863,US,Telecommunication Services
ACLS,AXCELIS TECHNOLOGIES INC,0.000629138,US,Information Technology
GMS,GMS INC,0.000628591,US,Industrials
NUS,NU SKIN ENTERPRISES INC CLASS A,0.000626128,US,Consumer Staples
NEOG,NEOGEN CORP,0.000625755,US,Health Care
JJSF,J AND J SNACK FOODS CORP,0.000625231,US,Consumer Staples
CNO,CNO FINANCIAL GROUP INC,0.00061893,US,Financials
FRPT,FRESHPET INC,0.000617478,US,Consumer Staples
ESE,ESCO TECHNOLOGIES INC,0.000617012,US,Industrials
WAFD,WASHINGTON FEDERAL INC,0.000615572,US,Financials
FCPT,FOUR CORNERS PROPERTY INC TRUST,0.000614653,US,Real Estate
LGIH,LGI HOMES INC,0.000612816,US,Consumer Discretionary
XRX,XEROX HOLDINGS CORP,0.000609853,US,Information Technology
KAI,KADANT INC,0.000608856,US,Industrials
FBC,FLAGSTAR BANCORP INC,0.000608352,US,Financials
ARVN,ARVINAS INC,0.000607918,US,Health Care
ROIC,RETAIL OPPORTUNITY INVESTMENTS REI,0.000607047,US,Real Estate
OI,O I GLASS INC,0.000606844,US,Materials
KMT,KENNAMETAL INC,0.000606744,US,Industrials
THRM,GENTHERM INC,0.00060481,US,Consumer Discretionary
EVTC,EVERTEC INC,0.000603714,PR,Information Technology
CIM,CHIMERA INVESTMENT CORP,0.000602856,US,Financials
RRR,RED ROCK RESORTS ORS CLASS A INC,0.000601771,US,Consumer Discretionary
EPC,EDGEWELL PERSONAL CARE,0.000600925,US,Consumer Staples
AMKR,AMKOR TECHNOLOGY INC,0.000600868,US,Information Technology
RUSHA,RUSH ENTERPRISES INC CLASS A,0.000599869,US,Industrials
ARCB,ARCBEST CORP,0.000598219,US,Industrials
LESL,LESLIES INC,0.000596822,US,Consumer Discretionary
BOOT,BOOT BARN HOLDINGS INC,0.00059666,US,Consumer Discretionary
GNW,GENWORTH FINANCIAL A INC,0.000596208,US,Financials
ALIT,ALIGHT INC CLASS A,0.000595466,US,Industrials
FFBC,FIRST FINANCIAL BANCORP,0.000594345,US,Financials
RLJ,RLJ LODGING TRUST REIT,0.000594296,US,Real Estate
HLIO,HELIOS TECHNOLOGIES INC,0.000594169,US,Industrials
PRGS,PROGRESS SOFTWARE CORP,0.000592883,US,Information Technology
ASAN,ASANA INC CLASS A,0.000591771,US,Information Technology
HPP,HUDSON PACIFIC PROPERTIES REIT INC,0.000589861,US,Real Estate
COMM,COMMSCOPE HOLDING INC,0.000589524,US,Information Technology
SAGE,SAGE THERAPEUTICS INC,0.000589523,US,Health Care
BFH,BREAD FINANCIAL HOLDINGS INC,0.000589397,US,Financials
BANF,BANCFIRST CORP,0.000588595,US,Financials
APPF,APPFOLIO INC CLASS A,0.000587581,US,Information Technology
BANR,BANNER CORP,0.000587288,US,Financials
HAIN,HAIN CELESTIAL GROUP INC,0.000585713,US,Consumer Staples
CSWI,CSW INDUSTRIALS INC,0.000584967,US,Industrials
PD,PAGERDUTY INC,0.000583892,US,Information Technology
SONO,SONOS INC,0.000583523,US,Consumer Discretionary
APPS,DIGITAL TURBINE INC,0.000583467,US,Information Technology
SBCF,SEACOAST BANKING OF FLORIDA,0.000581925,US,Financials
MTX,MINERALS TECHNOLOGIES INC,0.000581199,US,Materials
WGO,WINNEBAGO INDUSTRIES INC,0.000578713,US,Consumer Discretionary
CVET,COVETRUS INC,0.00057717,US,Health Care
WSBC,WESBANCO INC,0.000577072,US,Financials
MGRC,MCGRATH RENT,0.00057551,US,Industrials
MYGN,MYRIAD GENETICS INC,0.000574459,US,Health Care
APPN,APPIAN CORP CLASS A,0.000574444,US,Information Technology
SPWR,SUNPOWER CORP,0.000573529,US,Information Technology
AHCO,ADAPTHEALTH CORP,0.000572437,US,Health Care
VRRM,VERRA MOBILITY CORP CLASS A,0.00057195,US,Information Technology
EVA,ENVIVA INC,0.000570524,US,Energy
CYRX,CRYOPORT INC,0.000570325,US,Health Care
NPO,ENPRO INDUSTRIES INC,0.000570028,US,Industrials
AMRC,AMERESCO INC CLASS A,0.000569028,US,Industrials
CEIX,CONSOL ENERGY INC,0.000568056,US,Energy
RIG,TRANSOCEAN LTD,0.000565235,CH,Energy
AEO,AMERICAN EAGLE OUTFITTERS INC,0.000563767,US,Consumer Discretionary
TRMK,TRUSTMARK CORP,0.000561926,US,Financials
SHAK,SHAKE SHACK INC CLASS A,0.000561305,US,Consumer Discretionary
DOOR,MASONITE INTERNATIONAL CORP,0.000561087,US,Industrials
FTDR,FRONTDOOR INC,0.000560649,US,Consumer Discretionary
DUOL,DUOLINGO INC CLASS A,0.000559246,US,Consumer Discretionary
CTRE,CARETRUST REIT INC,0.00055871,US,Real Estate
STEM,STEM INC,0.000558219,US,Industrials
ENR,ENERGIZER HOLDINGS INC,0.00055788,US,Consumer Staples
DRH,DIAMONDROCK HOSPITALITY REIT,0.000556608,US,Real Estate
XHR,XENIA HOTELS RESORTS REIT INC,0.000553256,US,Real Estate
NEU,NEWMARKET CORP,0.000548695,US,Materials
ESAB,ESAB CORP,0.000547843,US,Industrials
KD,KYNDRYL HOLDINGS INC,0.000546544,US,Information Technology
NCNO,NCINO INC,0.000546028,US,Information Technology
TOWN,TOWNEBANK,0.000545399,US,Financials
CALM,CAL MAINE FOODS INC,0.000544867,US,Consumer Staples
GPRE,GREEN PLAINS INC,0.000544739,US,Energy
VIRT,VIRTU FINANCIAL INC CLASS A,0.000543237,US,Financials
KAR,KAR AUCTION SERVICES INC,0.000542773,US,Industrials
LKFN,LAKELAND FINANCIAL CORP,0.000540804,US,Financials
SITM,SITIME CORP,0.000540109,US,Information Technology
MDC,MDC HOLDINGS INC,0.000538319,US,Consumer Discretionary
MDRX,ALLSCRIPTS HEALTHCARE SOLUTIONS IN,0.000536176,US,Health Care
SIX,SIX FLAGS ENTERTAINMENT CORP,0.00053465,US,Consumer Discretionary
PRK,PARK NATIONAL CORP,0.000533995,US,Financials
IVT,INVENTRUST PROPERTIES CORP,0.000533716,US,Real Estate
SHC,SOTERA HEALTH COMPANY,0.00053369,US,Health Care
MAXR,MAXAR TECHNOLOGIES INC,0.00053364,US,Industrials
KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,0.000529289,US,Industrials
ACAD,ACADIA PHARMACEUTICALS INC,0.000528333,US,Health Care
RNST,RENASANT CORP,0.000526705,US,Financials
VIR,VIR BIOTECHNOLOGY INC,0.000525862,US,Health Care
MTRN,MATERION CORP,0.00052563,US,Materials
KTB,KONTOOR BRANDS INC,0.000523066,US,Consumer Discretionary
TRN,TRINITY INDUSTRIES INC,0.000520592,US,Industrials
LEVI,LEVI STRAUSS CLASS A,0.000520535,US,Consumer Discretionary
CNS,COHEN & STEERS INC,0.000518552,US,Financials
JACK,JACK IN THE BOX INC,0.000515678,US,Consumer Discretionary
NMIH,NMI HOLDINGS INC CLASS A,0.000515599,US,Financials
HTLF,HEARTLAND FINANCIAL USA INC,0.000514835,US,Financials
EVRI,EVERI HOLDINGS INC,0.000514589,US,Consumer Discretionary
TPH,TRI POINTE HOMES INC,0.000514464,US,Consumer Discretionary
SYBT,STOCK YARDS BANCORP INC,0.000514175,US,Financials
VRTV,VERITIV CORP,0.000510309,US,Industrials
GEF,GREIF INC CLASS A,0.00051028,US,Materials
NWBI,NORTHWEST BANCSHARES INC,0.000509643,US,Financials
RVMD,REVOLUTION MEDICINES INC,0.000509334,US,Health Care
SASR,SANDY SPRING BANCORP INC,0.000509252,US,Financials
DK,DELEK US HOLDINGS INC,0.000508494,US,Energy
PFS,PROVIDENT FINANCIAL SERVICES INC,0.000508366,US,Financials
TELL,TELLURIAN INC,0.000507886,US,Energy
MWA,MUELLER WATER PRODUCTS INC SERIES,0.000507617,US,Industrials
ADTN,ADTRAN HOLDINGS INC,0.000506329,US,Information Technology
UE,URBAN EDGE PROPERTIES,0.000506119,US,Real Estate
TTGT,TECHTARGET INC,0.00050447,US,Telecommunication Services
PLMR,PALOMAR HOLDINGS INC,0.000503127,US,Financials
TROX,TRONOX HOLDINGS PLC,0.000503012,US,Materials
CRS,CARPENTER TECHNOLOGY CORP,0.000502107,US,Materials
WRE,WASHINGTON REAL ESTATE INVESTMENT,0.000501067,US,Real Estate
SJW,SJW GROUP,0.000501026,US,Utilities
CNK,CINEMARK HOLDINGS INC,0.000500808,US,Telecommunication Services
BLMN,BLOOMIN BRANDS INC,0.000500392,US,Consumer Discretionary
HOPE,HOPE BANCORP INC,0.000500063,US,Financials
PI,IMPINJ INC,0.000499917,US,Information Technology
WWW,WOLVERINE WORLD WIDE INC,0.000499525,US,Consumer Discretionary
CNNE,CANNAE HOLDINGS INC,0.000497004,US,Financials
PIPR,PIPER SANDLER COMPANIES,0.000496746,US,Financials
SKT,TANGER FACTORY OUTLET CENTERS REIT,0.000496018,US,Real Estate
EMBC,EMBECTA CORP,0.00049552,US,Health Care
ATSG,AIR TRANSPORT SERVICES GROUP INC,0.000494732,US,Industrials
NOG,NORTHERN OIL AND GAS INC,0.000494239,US,Energy
GTN,GRAY TELEVISION INC,0.000492237,US,Telecommunication Services
XNCR,XENCOR INC,0.000491409,US,Health Care
CPE,CALLON PETROLEUM,0.000490776,US,Energy
IRWD,IRONWOOD PHARMA INC CLASS A,0.000490466,US,Health Care
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,0.000490242,US,Financials
NNI,NELNET INC CLASS A,0.000488553,US,Financials
PJT,PJT PARTNERS INC CLASS A,0.000487699,US,Financials
NWN,NORTHWEST NATURAL HOLDING COMPANY,0.000486189,US,Utilities
CARG,CARGURUS INC CLASS A,0.000485002,US,Telecommunication Services
ICFI,ICF INTERNATIONAL INC,0.000483524,US,Industrials
NVRO,NEVRO CORP,0.000483193,US,Health Care
VBTX,VERITEX HOLDINGS INC,0.000483107,US,Financials
AMEH,APOLLO MEDICAL HOLDINGS INC,0.000482839,US,Health Care
NBTB,NBT BANCORP INC,0.00048176,US,Financials
LGND,LIGAND PHARMACEUTICALS INC,0.000480909,US,Health Care
SUPN,SUPERNUS PHARMACEUTICALS INC,0.000480746,US,Health Care
BRP,BRP GROUP INC CLASS A,0.0004806,US,Financials
GOLF,ACUSHNET HOLDINGS CORP,0.000480161,US,Consumer Discretionary
CERE,CEREVEL THERAPEUTICS HOLDINGS INC,0.00047954,US,Health Care
PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,0.000478735,US,Health Care
FCEL,FUELCELL ENERGY INC,0.000477772,US,Industrials
ELF,ELF BEAUTY INC,0.000477608,US,Consumer Staples
CERT,CERTARA INC,0.000477186,US,Health Care
LNN,LINDSAY CORP,0.000476949,US,Industrials
CSGS,CSG SYSTEMS INTERNATIONAL INC,0.000475512,US,Information Technology
TBK,TRIUMPH BANCORP INC,0.00047539,US,Financials
MNRO,MONRO INC,0.000475069,US,Consumer Discretionary
DRVN,DRIVEN BRANDS HOLDINGS INC,0.000474785,US,Industrials
MARA,MARATHON DIGITAL HOLDINGS INC,0.000474731,US,Information Technology
VSTO,VISTA OUTDOOR INC,0.000472334,US,Consumer Discretionary
IOVA,IOVANCE BIOTHERAPEUTICS INC,0.000472106,US,Health Care
TWO,TWO HARBORS INVESTMENT REIT CORP,0.00047179,US,Financials
EXTR,EXTREME NETWORKS INC,0.000471706,US,Information Technology
MD,PEDIATRIX MEDICAL GROUP INC,0.000471525,US,Health Care
WOR,WORTHINGTON INDUSTRIES INC,0.000470477,US,Materials
OXM,OXFORD INDUSTRIES INC,0.000470451,US,Consumer Discretionary
VICR,VICOR CORP,0.000470054,US,Industrials
PFSI,PENNYMAC FINANCIAL SERVICES INC,0.000464484,US,Financials
DEA,EASTERLY GOVERNMENT PROPERTIES INC,0.000464463,US,Real Estate
HCC,WARRIOR MET COAL INC,0.000463241,US,Materials
LTC,LTC PROPERTIES REIT INC,0.000462443,US,Real Estate
CLDX,CELLDEX THERAPEUTICS INC,0.000461748,US,Health Care
INT,WORLD FUEL SERVICES CORP,0.000460326,US,Energy
FRSH,FRESHWORKS INC CLASS A,0.000460178,US,Information Technology
XPER,XPERI HOLDING CORP,0.000459912,US,Information Technology
PING,PING IDENTITY HOLDING CORP,0.000458901,US,Information Technology
VCYT,VERACYTE INC,0.000457673,US,Health Care
ARI,APOLLO COMMERCIAL REAL ESTATE FINA,0.000457064,US,Financials
NMRK,NEWMARK GROUP INC CLASS A,0.000455458,US,Real Estate
IDCC,INTERDIGITAL INC,0.000454723,US,Information Technology
GCP,GCP APPLIED TECHNOLOGIES INC,0.000453857,US,Materials
TDS,TELEPHONE AND DATA SYSTEMS INC,0.000453623,US,Telecommunication Services
AKR,ACADIA REALTY TRUST REIT,0.000453481,US,Real Estate
ATGE,ADTALEM GLOBAL EDUCATION INC,0.000452533,US,Consumer Discretionary
ALGT,ALLEGIANT TRAVEL,0.000452223,US,Industrials
POLY,PLANTRONICS INC,0.000451978,US,Information Technology
PLAY,DAVE AND BUSTERS ENTERTAINMENT INC,0.000450741,US,Consumer Discretionary
NVEE,NV5 GLOBAL INC,0.00044833,US,Industrials
CENTA,CENTRAL GARDEN AND PET CLASS A,0.00044726,US,Consumer Staples
BGS,B AND G FOODS INC,0.000445091,US,Consumer Staples
MSEX,MIDDLESEX WATER,0.000445047,US,Utilities
RCII,RENT-A-CENTER INC,0.000445011,US,Consumer Discretionary
DVAX,DYNAVAX TECHNOLOGIES CORP,0.000443898,US,Health Care
SBH,SALLY BEAUTY HOLDINGS INC,0.000443749,US,Consumer Discretionary
SILK,SILK ROAD MEDICAL INC,0.000443357,US,Health Care
MYRG,MYR GROUP INC,0.000441092,US,Industrials
CAKE,CHEESECAKE FACTORY INC,0.000440664,US,Consumer Discretionary
B,BARNES GROUP INC,0.000439965,US,Industrials
TTMI,TTM TECHNOLOGIES INC,0.000438998,US,Information Technology
PDM,PIEDMONT OFFICE REALTY TRUST REIT,0.000438552,US,Real Estate
ODP,ODP CORP,0.000437958,US,Consumer Discretionary
WABC,WESTAMERICA BANCORPORATION,0.00043788,US,Financials
MED,MEDIFAST INC,0.000435475,US,Consumer Staples
SNEX,STONEX GROUP INC,0.00043323,US,Financials
BBBY,BED BATH AND BEYOND INC,0.000432892,US,Consumer Discretionary
PSMT,PRICESMART INC,0.000432172,US,Consumer Staples
JOBY,JOBY AVIATION INC CLASS A,0.000430984,US,Industrials
MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,0.000430926,US,Telecommunication Services
STRA,STRATEGIC EDUCATION INC,0.000430368,US,Consumer Discretionary
CRK,COMSTOCK RESOURCES INC,0.000430122,US,Energy
AI,C3 AI INC CLASS A,0.000429373,US,Information Technology
EGBN,EAGLE BANCORP INC,0.000429155,US,Financials
IRBT,IROBOT CORP,0.000427225,US,Consumer Discretionary
AAT,AMERICAN ASSETS TRUST REIT INC,0.000426813,US,Real Estate
MEI,METHODE ELECTRONICS INC,0.000426191,US,Information Technology
LAUR,LAUREATE EDUCATION INC,0.000426019,US,Consumer Discretionary
EVOP,EVO PAYMENTS INC CLASS A,0.000425236,US,Information Technology
LC,LENDINGCLUB CORP,0.000424484,US,Financials
ROCK,GIBRALTAR INDUSTRIES INC,0.00042423,US,Industrials
OSIS,OSI SYSTEMS INC,0.000423565,US,Information Technology
GFF,GRIFFON CORP,0.000423328,US,Industrials
FBK,FB FINANCIAL CORP,0.000422773,US,Financials
KRYS,KRYSTAL BIOTECH INC,0.000422461,US,Health Care
DDD,3D SYSTEMS CORP,0.000421564,US,Information Technology
AIR,AAR CORP,0.000418313,US,Industrials
CRVL,CORVEL CORP,0.000417825,US,Health Care
URBN,URBAN OUTFITTERS INC,0.000414054,US,Consumer Discretionary
HMN,HORACE MANN EDUCATORS CORP,0.000413111,US,Financials
RLAY,RELAY THERAPEUTICS INC,0.000412496,US,Health Care
PRAA,PRA GROUP INC,0.000412458,US,Financials
KN,KNOWLES CORP,0.000412227,US,Information Technology
GNL,GLOBAL NET LEASE INC,0.000410067,US,Real Estate
RAMP,LIVERAMP HOLDINGS INC,0.000409355,US,Information Technology
VRTS,VIRTUS INVESTMENT PARTNERS INC,0.000409066,US,Financials
ADUS,ADDUS HOMECARE CORP,0.000408754,US,Health Care
SLVM,SYLVAMO CORP,0.000408229,US,Materials
HNI,HNI CORP,0.000408176,US,Industrials
LRN,STRIDE INC,0.000406397,US,Consumer Discretionary
UCTT,ULTRA CLEAN HOLDINGS INC,0.000406352,US,Information Technology
BDN,BRANDYWINE REALTY TRUST REIT,0.000404733,US,Real Estate
LBRT,LIBERTY ENERGY INC CLASS A,0.000404728,US,Energy
TCBK,TRICO BANCSHARES,0.000404381,US,Financials
IPAR,INTER PARFUMS INC,0.000402923,US,Consumer Staples
CCS,CENTURY COMMUNITIES INC,0.000402676,US,Consumer Discretionary
NEO,NEOGENOMICS INC,0.000399535,US,Health Care
TVTX,TRAVERE THERAPEUTICS INC,0.000399092,US,Health Care
SSTK,SHUTTERSTOCK INC,0.000398839,US,Telecommunication Services
RVNC,REVANCE THERAPEUTICS INC,0.000397539,US,Health Care
JAMF,JAMF HOLDING CORP,0.000396861,US,Information Technology
MODV,MODIVCARE INC,0.000396843,US,Health Care
AGIO,AGIOS PHARMACEUTICALS INC,0.000396675,US,Health Care
